#PFAM_ID	DESCRIPTION
PF10350	Putative death-receptor fusion protein (DUF2428)
PF03103	Domain of unknown function (DUF243)
PF10353	Protein of unknown function (DUF2430)
PF10354	Domain of unknown function (DUF2431)
PF10360	Protein of unknown function (DUF2433)
PF10361	Protein of unknown function (DUF2434)
PF10365	Domain of unknown function (DUF2436)
PF10370	Domain of unknown function (DUF2437)
PF10382	Protein of unknown function (DUF2439)
PF03112	Uncharacterized protein family (ORF7) DUF
PF10386	Protein of unknown function (DUF2441)
PF10387	Protein of unknown function (DUF2442)
PF10398	Protein of unknown function (DUF2443)
PF10476	Protein of unknown function C-terminus (DUF2448) 
PF10474	Protein of unknown function C-terminus (DUF2451)
PF10504	Protein of unknown function (DUF2452)
PF10445	Protein of unknown function (DUF2456)
PF10446	Protein of unknown function (DUF2457)
PF10454	Protein of unknown function (DUF2458)
PF09601	Protein of unknown function (DUF2459)
PF09343	Conserved hypothetical protein 2217 (DUF2460)
PF09365	Conserved hypothetical protein (DUF2461)
PF09495	Protein of unknown function (DUF2462)
PF09591	Protein of unknown function (DUF2463)
PF10240	Multivesicular body subunit 12
PF10239	Protein of unknown function (DUF2465)
PF10611	Protein of unknown function (DUF2469)
PF03140	Plant protein of unknown function
PF10615	Protein of unknown function (DUF2470)
PF10616	Protein of unknown function (DUF2471) 
PF10617	Protein of unknown function (DUF2474)
PF10629	Protein of unknown function (DUF2475)
PF10630	Protein of unknown function (DUF2476)
PF10631	Protein of unknown function (DUF2477)
PF10649	Protein of unknown function (DUF2478)
PF10652	Protein of unknown function (DUF2480)
PF10654	Protein of unknown function (DUF2481) 
PF10655	Hypothetical protein of unknown function (DUF2482)
PF10656	Hypothetical protein of unknown function (DUF2483)
PF10658	Protein of unknown function (DUF2484)
PF10667	Protein of unknown function (DUF2486)
PF10673	Protein of unknown function (DUF2487)
PF10675	Protein of unknown function (DUF2489)
PF03158	Multigene family 530 protein
PF10677	Protein of unknown function (DUF2490)
PF10679	Protein of unknown function (DUF2491)
PF10678	Protein of unknown function (DUF2492)
PF10689	Protein of unknown function (DUF2496)
PF10691	Protein of unknown function (DUF2497) 
PF10692	Protein of unknown function (DUF2498)
PF10693	Protein of unknown function (DUF2499)
PF10694	Protein of unknown function (DUF2500)
PF10696	Protein of unknown function (DUF2501)
PF10697	Protein of unknown function (DUF2502)
PF10698	Protein of unknown function (DUF2505)
PF10702	Protein of unknown function (DUF2507)
PF10704	Protein of unknown function (DUF2508)
PF10713	Protein of unknown function (DUF2509) 
PF10708	Protein of unknown function (DUF2510)
PF10709	Protein of unknown function (DUF2511)
PF10710	Protein of unknown function (DUF2512)
PF10711	Hypothetical protein (DUF2513)
PF10721	Protein of unknown function (DUF2514)
PF10720	Protein of unknown function (DUF2515)
PF10724	Protein of unknown function (DUF2516)
PF10725	Protein of unknown function (DUF2517)
PF10726	Protein of function (DUF2518)
PF10728	Domain of unknown function (DUF2520)
PF10730	Protein of unknown function (DUF2521)
PF10734	Protein of unknown function (DUF2523)
PF10732	Protein of unknown function (DUF2524)
PF10733	Protein of unknown function (DUF2525)
PF10735	Protein of unknown function (DUF2526)   
PF10736	Protein of unknown function (DUF2627) 
PF10800	Protein of unknown function (DUF2528) 
PF10740	Domain of unknown function (DUF2529)
PF10745	Protein of unknown function (DUF2530)
PF10811	Protein of unknown function (DUF2532)
PF10752	Protein of unknown function (DUF2533) 
PF10749	Protein of unknown function (DUF2534)
PF10751	Protein of unknown function (DUF2535)
PF10750	Protein of unknown function (DUF2536)
PF10801	Protein of unknown function (DUF2537)
PF10804	Protein of unknown function (DUF2538) 
PF10802	Protein of unknown function (DUF2540)
PF10807	Protein of unknown function (DUF2541)
PF10808	Protein of unknown function (DUF2542) 
PF10820	Protein of unknown function (DUF2543)
PF11245	Protein of unknown function (DUF2544)
PF10810	Protein of unknown function (DUF2545)   
PF10818	Protein of unknown function (DUF2547)
PF10739	Protein of unknown function (DUF2550)
PF10826	Protein of unknown function (DUF2551) 
PF10827	Protein of unknown function (DUF2552) 
PF10830	Protein of unknown function (DUF2553)
PF10829	Protein of unknown function (DUF2554)
PF10742	Protein of unknown function (DUF2555)
PF10831	Protein of unknown function (DUF2556)
PF10832	Protein of unknown function (DUF2559)
PF10834	Protein of unknown function (DUF2560)
PF10812	Protein of unknown function (DUF2561)
PF10817	Protein of unknown function (DUF2563)
PF10819	Protein of unknown function (DUF2564)     
PF10821	Protein of unknown function (DUF2567)
PF10823	Protein of unknown function (DUF2568)
PF10754	Protein of unknown function (DUF2569)
PF03192	Pyrococcus protein of unknown function, DUF257
PF10828	Protein of unknown function (DUF2570)
PF10833	Protein of unknown function (DUF2572)
PF10835	Protein of unknown function (DUF2573)
PF10836	Protein of unknown function (DUF2574)  
PF10845	Protein of unknown function (DUF2576)
PF10844	Protein of unknown function (DUF2577)
PF10771	Winged helix-turn-helix domain (DUF2582)
PF10762	Protein of unknown function (DUF2583)   
PF10763	Protein of unknown function (DUF2584)
PF10755	Protein of unknown function (DUF2585)
PF10758	Protein of unknown function (DUF2586)
PF10759	Protein of unknown function (DUF2587)
PF11655	Protein of unknown function (DUF2589)   
PF10761	Protein of unknown function (DUF2590)
PF10765	Protein of unknown function (DUF2591)
PF10767	Protein of unknown function (DUF2593)
PF10769	Protein of unknown function (DUF2594)
PF10772	Protein of unknown function (DUF2597)
PF10783	Protein of unknown function (DUF2599)
PF10776	Protein of unknown function (DUF2600)
PF10788	Protein of unknown function (DUF2603)
PF10790	Protein of Unknown function (DUF2604)
PF10792	Protein of unknown function (DUF2605)
PF10794	Protein of unknown function (DUF2606)
PF10795	Protein of unknown function (DUF2607)
PF11019	Protein of unknown function (DUF2608)
PF03196	Protein of unknown function, DUF261
PF11020	Domain of unknown function (DUF2610)
PF11041	Protein of unknown function (DUF2612)
PF11021	Protein of unknown function (DUF2613)
PF11023	Zinc-ribbon containing domain
PF11027	Protein of unknown function (DUF2615)
PF11077	Protein of unknown function (DUF2616)
PF10936	Protein of unknown function DUF2617
PF10940	Protein of unknown function (DUF2618)
PF10942	Protein of unknown function (DUF2619)
PF03235	Protein of unknown function DUF262
PF10941	Protein of unknown function DUF2620
PF11084	Protein of unknown function (DUF2621)
PF11115	Protein of unknown function (DUF2623)
PF11116	Protein of unknown function (DUF2624)
PF10946	Protein of unknown function DUF2625
PF11117	Protein of unknown function (DUF2626)
PF11118	Protein of unknown function (DUF2627)
PF10947	Protein of unknown function (DUF2628)    
PF10944	Protein of unknown function (DUF2630)
PF10939	Protein of unknown function (DUF2631)   
PF10943	Protein of unknown function (DUF2632)
PF11119	Protein of unknown function (DUF2633)
PF10934	Protein of unknown function (DUF2634)
PF10948	Protein of unknown function (DUF2635)
PF10935	Protein of unknown function (DUF2637)
PF11121	Protein of unknown function (DUF2639)
PF10842	Protein of unknown function (DUF2642)
PF10841	Protein of unknown function (DUF2644)
PF10840	Protein of unknown function (DUF2645)
PF10839	Protein of unknown function (DUF2647)   
PF10854	Protein of unknown function (DUF2649)
PF10853	Protein of unknown function (DUF2650)
PF10852	Protein of unknown function (DUF2651)   
PF10851	Protein of unknown function (DUF2652)   
PF10850	Protein of unknown function (DUF2653)
PF10849	Protein of unknown function (DUF2654)
PF10847	Protein of unknown function (DUF2656)
PF10858	Protein of unknown function (DUF2659)
PF10859	Protein of unknown function (DUF2660)
PF10860	Protein of unknown function (DUF2661)
PF10864	Protein of unknown function (DUF2663)
PF10867	Protein of unknown function (DUF2664)
PF10869	Protein of unknown function (DUF2666) 
PF03268	Caenorhabditis protein of unknown function, DUF267
PF10875	Protein of unknown function (DUF2670)
PF10877	Protein of unknown function (DUF2671)
PF10878	Protein of unknown function (DUF2672)
PF10880	Protein of unknown function (DUF2673)
PF10879	Protein of unknown function (DUF2674)
PF11247	Protein of unknown function (DUF2675) 
PF10838	Protein of unknown function (DUF2677)
PF10856	Protein of unknown function (DUF2678)
PF03269	Caenorhabditis protein of unknown function, DUF268
PF10925	Protein of unknown function (DUF2680)
PF10883	Protein of unknown function (DUF2681)
PF10909	Protein of unknown function (DUF2682)
PF10884	Protein of unknown function (DUF2683)
PF10886	Protein of unknown function (DUF2685)
PF10887	Protein of unknown function (DUF2686)
PF10892	Protein of unknown function (DUF2688)
PF10894	Protein of unknown function (DUF2689)
PF03270	Protein of unknown function, DUF269
PF10901	Protein of unknown function (DUF2690)
PF10903	Protein of unknown function (DUF2691)
PF10904	Protein of unknown function (DUF2694)
PF10905	Protein of unknown function (DUF2695)
PF10912	Protein of unknown function (DUF2700)
PF10857	Protein of unknown function (DUF2701)
PF10865	Domain of unknown function (DUF2703)
PF10866	Protein of unknown function (DUF2704)
PF10920	Protein of unknown function (DUF2705)
PF10913	Protein of unknown function (DUF2706)
PF10915	Protein of unknown function (DUF2709)
PF10921	Protein of unknown function (DUF2710)
PF10924	Protein of unknown function (DUF2711)
PF10916	Protein of unknown function (DUF2712)
PF10897	Protein of unknown function (DUF2713)
PF10896	Protein of unknown function (DUF2714)
PF10895	Domain of unknown function (DUF2715)
PF10898	Protein of unknown function (DUF2716)
PF10911	Protein of unknown function (DUF2717)
PF10918	Protein of unknown function (DUF2718)
PF10891	Protein of unknown function (DUF2719)
PF03312	Protein of unknown function (DUF272)
PF11026	Protein of unknown function (DUF2721)
PF10846	Protein of unknown function (DUF2722)
PF11028	Protein of unknown function (DUF2723)
PF10893	Protein of unknown function (DUF2724)
PF10881	Protein of unknown function (DUF2726)
PF10870	Protein of unknown function (DUF2729)
PF03314	Protein of unknown function, DUF273
PF10805	Protein of unknown function (DUF2730)
PF10809	Protein of unknown function (DUF2732)
PF10813	Protein of unknown function (DUF2733)
PF10931	Protein of unknown function (DUF2735)
PF10930	Protein of unknown function (DUF2737)
PF10927	Protein of unknown function (DUF2738)
PF10872	Protein of unknown function (DUF2740)
PF10888	Protein of unknown function (DUF2742)
PF10910	Protein of unknown function (DUF2744)
PF10922	Protein of unknown function (DUF2745)
PF10874	Protein of unknown function (DUF2746)
PF10871	Protein of unknown function (DUF2748)
PF10907	Protein of unknown function (DUF2749)
PF11042	Protein of unknown function (DUF2750)
PF10825	Protein of unknown function (DUF2752)
PF10952	Protein of unknown function (DUF2753)
PF10953	Protein of unknown function (DUF2754)
PF10954	Protein of unknown function (DUF2755)
PF10956	Protein of unknown function (DUF2756)
PF10955	Protein of unknown function (DUF2757)
PF10958	Protein of unknown function (DUF2759)
PF03434	DUF276 
PF10816	Domain of unknown function (DUF2760)
PF10959	Protein of unknown function (DUF2761)
PF10962	Protein of unknown function (DUF2764)
PF10964	Protein of unknown function (DUF2766)
PF10965	Protein of unknown function (DUF2767)
PF10966	Protein of unknown function (DUF2768)
PF10967	Protein of unknown function (DUF2769)
PF10968	Protein of unknown function (DUF2770)
PF10969	Protein of unknown function (DUF2771)
PF10971	Protein of unknown function (DUF2773)
PF11242	Protein of unknown function (DUF2774)
PF10951	Protein of unknown function (DUF2776)
PF10949	Protein of unknown function (DUF2777)
PF10908	Protein of unknown function (DUF2778)
PF11074	Domain of unknown function(DUF2779)
PF11075	Protein of unknown function VcgC/VcgE (DUF2780)
PF11191	Protein of unknown function (DUF2782)
PF10932	Protein of unknown function (DUF2783)
PF10861	Protein of Unknown function (DUF2784)
PF10978	Protein of unknown function (DUF2785)
PF10979	Protein of unknown function (DUF2786)
PF10980	Protein of unknown function (DUF2787)
PF10981	Protein of unknown function (DUF2788)
PF10982	Protein of unknown function (DUF2789)
PF10976	Protein of unknown function (DUF2790)
PF10923	P-loop Domain of unknown function (DUF2791)
PF10983	Protein of unknown function (DUF2793)
PF10984	Protein of unknown function (DUF2794)
PF11387	Protein of unknown function (DUF2795)
PF10986	Protein of unknown function (DUF2796)
PF10977	Protein of unknown function (DUF2797)
PF11391	Protein of unknown function (DUF2798)
PF10973	Protein of unknown function (DUF2799)
PF10926	Protein of unknown function (DUF2800)
PF10975	Protein of unknown function (DUF2802)
PF10974	Protein of unknown function (DUF2804)
PF10985	Protein of unknown function (DUF2805)
PF10987	Protein of unknown function (DUF2806)
PF10988	Putative auto-transporter adhesin, head GIN domain
PF10989	Protein of unknown function (DUF2808)
PF10990	Protein of unknown function (DUF2809)
PF03436	Domain of unknown function (DUF281) 
PF10928	Protein of unknown function (DUF2810)
PF10929	Protein of unknown function (DUF2811)
PF11193	Protein of unknown function (DUF2812)
PF11398	Protein of unknown function (DUF2813)
PF10991	Protein of unknown function (DUF2815)
PF10994	Protein of unknown function (DUF2817)
PF10993	Protein of unknown function (DUF2818)
PF03380	Caenorhabditis protein of unknown function, DUF282
PF11039	Protein of unknown function (DUF2824)
PF11442	Protein of unknown function (DUF2826)
PF10933	Protein of unknown function (DUF2827)
PF11443	Domain of unknown function (DUF2828)
PF11195	Protein of unknown function (DUF2829) 
PF11125	Protein of unknown function (DUF2830)
PF11090	Protein of unknown function (DUF2833)
PF11197	Protein of unknown function (DUF2835)
PF10998	Protein of unknown function (DUF2838)
PF10999	Protein of unknown function (DUF2839)
PF11000	Protein of unknown function (DUF2840)
PF11001	Protein of unknown function (DUF2841)
PF11003	Protein of unknown function (DUF2842)
PF11005	Protein of unknown function (DUF2844)
PF11006	Protein of unknown function (DUF2845)
PF11008	Protein of unknown function (DUF2846)
PF11009	Protein of unknown function (DUF2847)
PF11010	Protein of unknown function (DUF2848)
PF11011	Protein of unknown function (DUF2849)
PF03382	Mycoplasma protein of unknown function, DUF285
PF11012	Protein of unknown function (DUF2850)
PF11013	Protein of unknown function (DUF2851)
PF11014	Protein of unknown function (DUF2852)
PF11015	Protein of unknown function (DUF2853)
PF11016	Protein of unknown function (DUF2854)
PF11017	Protein of unknown function (DUF2855)
PF11043	Protein of unknown function (DUF2856)
PF11198	Protein of unknown function (DUF2857)
PF11072	Protein of unknown function (DUF2859)
PF11059	Protein of unknown function (DUF2860)
PF11060	Protein of unknown function (DUF2861)
PF11061	Protein of unknown function (DUF2862)
